status,is_complete,dataset_name,n_samples,depth,max_len,model_name,d_model,nhead,num_layers,dim_feedforward,dropout,pooling,scenario_name,base_optimizer,lr,weight_decay,mode,target,alpha,beta,mix_lambda,start_epoch,run_id,exp_dir,has_exp_dir,has_history_json,has_log_txt,has_initial_model_pt,has_best_model_pt,has_final_model_pt,has_dataset_info_json,has_model_config_json,has_scenario_config_json,history_path,log_path,best_model_path,final_model_path,n_epochs_recorded,best_epoch,best_val_macro_f1,best_val_accuracy,best_val_loss,best_val_weighted_f1,best_val_micro_f1,best_val_confidence,final_val_macro_f1,final_val_accuracy,final_val_loss,final_val_weighted_f1,final_val_micro_f1,final_val_confidence,final_train_macro_f1,final_train_accuracy,final_train_loss,mean_grad_norm,mean_fractional_applied_params,mean_epoch_time,total_epoch_time,mean_throughput,log_best_epoch,log_best_val_macro_f1,log_best_val_acc,log_best_val_loss,log_total_run_time_sec
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam025,adamw,0.0003,0.01,mix,all,0.8,0.9,0.25,1.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_1/final_model.pt,10,10,0.26355873673667907,0.3230000138282776,1.8544233169555664,0.308727692868482,0.3229999999994997,0.3619303789138794,0.26355873673667907,0.3230000138282776,1.8544233169555664,0.308727692868482,0.3229999999994997,0.3619303789138794,0.2970226747435832,0.3687500059604645,1.7596228561401368,1.2810757921260993,30.0,6.896806359291077,68.96806359291077,580.1753143973134,10,0.263559,0.323,1.854423,68.99
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam025,adamw,0.0003,0.01,mix,all,0.8,0.9,0.25,1.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam025/run_2/final_model.pt,10,7,0.25511471162927957,0.3230000138282776,1.9151572265625,0.2973055928650597,0.3229999999994997,0.3458030509948731,0.24587194295063425,0.3109999895095825,1.888865364074707,0.2868348874784261,0.3109999999994997,0.3411923770904541,0.30759706519851365,0.37174999713897705,1.7636261940002442,1.2462300341688974,30.0,6.926841402053833,69.26841402053833,577.5380976476621,7,0.255115,0.323,1.915157,69.29
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam050,adamw,0.0003,0.01,mix,all,0.8,0.9,0.5,1.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_0/final_model.pt,10,8,0.25587038255857175,0.31200000643730164,1.908347852706909,0.2918296273973313,0.3119999999994997,0.33922198677062987,0.24777222299733395,0.3230000138282776,1.8905057945251464,0.28520577682342946,0.3229999999994997,0.4000749320983887,0.33544061018104915,0.4032500088214874,1.6956268062591553,0.9065131287277461,30.0,7.0896930456161495,70.8969304561615,567.3639160531537,8,0.25587,0.312,1.908348,70.92
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam050,adamw,0.0003,0.01,mix,all,0.8,0.9,0.5,1.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_1/final_model.pt,10,5,0.2623274344595855,0.32600000500679016,1.9001445989608765,0.3172094108262808,0.3259999999994997,0.31088340377807616,0.2499736062842297,0.33399999141693115,1.8557382192611693,0.307810076475455,0.33399999999949964,0.40688462257385255,0.31816661799351026,0.3802500069141388,1.7161988143920899,0.9204959602805755,30.0,6.935186672210693,69.35186672210693,577.0965250449256,5,0.262327,0.326,1.900145,69.37
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,mixed_all_a08_lam050,adamw,0.0003,0.01,mix,all,0.8,0.9,0.5,1.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/mixed_all_a08_lam050/run_2/final_model.pt,10,9,0.23938370856910454,0.31700000166893005,1.882167137145996,0.29699158444471124,0.3169999999994997,0.35138960647583006,0.21623019203201577,0.3089999854564667,1.8779637451171876,0.26836428958924585,0.3089999999994997,0.364530740737915,0.32671743325461444,0.3882499933242798,1.6980982189178466,0.8887243762724182,30.0,6.88930504322052,68.8930504322052,580.7881569739441,9,0.239384,0.317,1.882167,68.91
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,head_only_replace_a08,adamw,0.0003,0.01,replace,head,0.8,0.9,1.0,1.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_0/final_model.pt,10,10,0.28684608486413815,0.3580000102519989,1.820851432800293,0.33304602005233686,0.35799999999949966,0.3576180534362793,0.28684608486413815,0.3580000102519989,1.820851432800293,0.33304602005233686,0.35799999999949966,0.3576180534362793,0.2806493613217523,0.35100001096725464,1.8032686862945557,1.1788226822178838,2.0,6.754310894012451,67.54310894012451,592.3413919048863,10,0.286846,0.358,1.820851,67.57
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,head_only_replace_a08,adamw,0.0003,0.01,replace,head,0.8,0.9,1.0,1.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_1/final_model.pt,10,10,0.25485390757903365,0.32899999618530273,1.8506894521713257,0.29352874414097396,0.3289999999994997,0.38174881076812744,0.25485390757903365,0.32899999618530273,1.8506894521713257,0.29352874414097396,0.3289999999994997,0.38174881076812744,0.29542667354820185,0.36500000953674316,1.7930350551605225,1.1579379857390897,2.0,6.96948356628418,69.6948356628418,575.4338794271355,10,0.254854,0.329,1.850689,69.72
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,head_only_replace_a08,adamw,0.0003,0.01,replace,head,0.8,0.9,1.0,1.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/head_only_replace_a08/run_2/final_model.pt,10,8,0.2680222828111876,0.3319999873638153,1.8564235067367554,0.31066509275241155,0.3319999999994997,0.34117031383514407,0.2424638046870954,0.3149999976158142,1.8884835605621337,0.29144260617476,0.3149999999994997,0.3621734228134155,0.2862414681878284,0.3542500138282776,1.805129231452942,1.139922384810415,2.0,6.981775236129761,69.81775236129761,576.1850575526066,8,0.268022,0.332,1.856424,69.84
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,ffn_only_replace_a08,adamw,0.0003,0.01,replace,ffn,0.8,0.9,1.0,1.0,0,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_0,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_0/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_0/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_0/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_0/final_model.pt,10,7,0.26214923084335534,0.3310000002384186,1.8261421604156494,0.30692439735093013,0.3309999999994997,0.3060933656692505,0.22071826816298734,0.3240000009536743,1.8040849313735963,0.2727041747923812,0.3239999999994997,0.3873678398132324,0.29060518639855293,0.35475000739097595,1.7980617151260376,1.4763441044533625,8.0,6.851322102546692,68.51322102546692,584.1600925149822,7,0.262149,0.331,1.826142,68.53
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,ffn_only_replace_a08,adamw,0.0003,0.01,replace,ffn,0.8,0.9,1.0,1.0,1,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_1,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_1/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_1/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_1/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_1/final_model.pt,10,10,0.2847551272066247,0.35199999809265137,1.8336487350463868,0.3227875072652844,0.35199999999949966,0.35682165241241454,0.2847551272066247,0.35199999809265137,1.8336487350463868,0.3227875072652844,0.35199999999949966,0.35682165241241454,0.28501457183712636,0.3569999933242798,1.7901930789947509,1.494591469419571,8.0,6.874827480316162,68.74827480316162,581.9362578194693,10,0.284755,0.352,1.833649,68.77
complete,True,small_D2_L64,5000,2,64,T_small_mean,96,4,2,256,0.1,mean,ffn_only_replace_a08,adamw,0.0003,0.01,replace,ffn,0.8,0.9,1.0,1.0,2,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_2,True,True,True,True,True,True,True,True,True,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_2/history.json,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_2/log.txt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_2/best_model.pt,/home/tahiti/Malashin_Projects/runs_fractional_scenarios/small_D2_L64/T_small_mean/ffn_only_replace_a08/run_2/final_model.pt,10,5,0.2475604092663935,0.32100000977516174,1.9408335571289062,0.29058494158342923,0.3209999999994997,0.33322486305236815,0.22604139859386696,0.28299999237060547,1.954695701599121,0.26911109156562973,0.2829999999994997,0.32784811782836915,0.293481236518214,0.3607499897480011,1.7813115425109862,1.4901707941651325,8.0,6.822588658332824,68.22588658332825,586.3955481326311,5,0.24756,0.321,1.940834,68.24
